Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen01_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen03_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen04_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen05_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen06_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen07_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen10_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen12_06102014_R2	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen14_06102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen15_06102014_R2	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen16_06102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen17_06102014_R1
EC:3.5.1.18	1727	2297	2495	2086	1654	1936	556	407	777	788	1091	2446
EC:3.5.1.19	0	1	0	0	0	0	2	0	1	0	0	0
EC:3.5.1.2	419	786	702	475	538	572	77	107	117	186	278	1293
EC:3.5.1.23	32	28	27	24	31	23	7	11	10	17	16	34
EC:3.5.1.24	110	245	212	301	283	244	34	37	43	64	103	248
EC:3.5.1.25	1806	2490	2632	2235	1680	1863	762	429	703	762	1147	2625
EC:3.5.1.26	447	607	655	580	447	555	106	111	194	205	270	783
EC:3.5.1.28	3411	5340	5567	4997	3581	4286	1173	897	1587	1654	2812	6030
EC:3.5.1.3	169	180	203	154	131	140	21	22	55	57	112	309
EC:3.5.1.32	1709	2216	2288	1965	1605	1700	646	317	585	779	996	2391
EC:3.5.1.38	19	25	26	23	14	16	10	4	6	3	10	34
EC:3.5.1.4	6862	9397	9896	8854	6061	7170	2062	1445	2463	2736	4112	10227
EC:3.5.1.41	117	170	194	150	111	138	33	29	46	47	80	150
EC:3.5.1.44	305	485	396	510	372	424	104	107	126	168	211	340
EC:3.5.1.47	5	2	6	8	10	14	16	3	4	3	12	1
EC:3.5.1.49	368	438	508	345	276	341	100	101	142	166	247	467
EC:3.5.1.5	1217	1530	1686	1331	1034	1183	307	290	421	499	535	1544
EC:3.5.1.53	964	1357	1556	1232	971	1067	288	260	391	456	586	1583
EC:3.5.1.54	983	1513	1321	1407	1106	1039	266	203	246	373	517	1079
EC:3.5.1.56	677	939	820	694	554	674	171	96	153	185	393	702
EC:3.5.1.59	21	25	42	22	28	37	10	6	14	8	16	38
EC:3.5.1.68	208	309	303	293	257	266	112	63	80	85	115	293
EC:3.5.1.78	9	11	2	13	16	7	4	1	1	1	3	1
EC:3.5.1.81	3171	3912	4477	3561	2783	3379	607	686	1048	1298	1913	5639
EC:3.5.1.82	138	210	200	166	135	156	57	28	44	60	91	196
EC:3.5.1.87	1746	2427	2316	2136	1515	1756	684	338	545	642	953	2205
EC:3.5.1.88	1396	2118	2232	2063	1535	1918	503	375	626	743	1002	2202
EC:3.5.1.9	706	1019	1077	951	778	889	217	213	296	409	572	1198
EC:3.5.1.90	1	5	5	0	3	5	1	1	0	1	1	8
EC:3.5.1.94	1	11	20	15	9	11	2	0	6	5	3	10
EC:3.5.1.96	37	35	46	40	21	32	12	8	9	8	12	75
EC:3.5.1.97	946	1403	1250	1350	931	1004	313	193	328	384	529	1446
EC:3.5.1.98	50	58	66	50	49	52	13	16	24	24	51	63
EC:3.5.1.99	165	178	243	176	138	152	25	22	44	47	136	131
EC:3.5.2.10	1903	2592	2587	2167	1705	1927	491	489	712	773	1173	2656
EC:3.5.2.12	39	42	52	33	23	41	5	1	14	13	11	30
EC:3.5.2.14	12187	15951	16501	13683	9866	13217	4051	3127	4833	4593	8789	13447
EC:3.5.2.15	217	332	264	270	204	172	35	47	61	69	101	197
EC:3.5.2.17	360	487	458	461	316	350	110	74	104	143	191	584
EC:3.5.2.18	320	510	557	502	336	443	78	100	134	163	273	692
EC:3.5.2.2	1728	2067	2381	1887	1399	1731	536	379	646	674	1001	2321
EC:3.5.2.3	4326	6290	6772	5948	4266	5392	1192	1204	1784	1942	2775	6569
EC:3.5.2.5	1121	1423	1545	1407	946	1061	313	238	368	384	627	1604
EC:3.5.2.6	2584	4088	4473	3798	3057	3713	848	687	1171	1311	2141	4591
EC:3.5.2.7	1630	2064	2410	2137	1483	1816	473	395	681	693	950	2373
EC:3.5.2.9	1175	1728	1681	1392	1326	1254	478	343	484	553	743	1633
EC:3.5.3.1	897	1191	1398	1218	809	1051	284	226	371	373	553	1484
EC:3.5.3.11	1451	1757	1967	1603	1286	1501	405	383	531	597	876	2090
EC:3.5.3.12	971	1503	1486	1399	987	1153	281	227	377	389	589	1538
EC:3.5.3.13	494	612	636	577	441	477	159	129	171	164	251	545
EC:3.5.3.15	20	32	35	25	31	18	3	9	14	14	30	53
EC:3.5.3.18	239	521	541	542	335	393	57	47	117	121	198	762
EC:3.5.3.22	0	1	5	3	2	1	1	1	0	0	1	3
EC:3.5.3.23	257	298	300	297	200	293	61	50	106	123	171	281
EC:3.5.3.26	224	367	355	357	265	247	83	43	65	81	136	423
EC:3.5.3.3	41	36	43	38	25	36	15	19	14	28	33	55
EC:3.5.3.4	273	412	375	311	237	269	61	51	85	139	160	559
EC:3.5.3.6	279	483	508	303	301	361	158	59	180	177	241	707
EC:3.5.3.7	19	25	28	18	13	28	6	4	2	6	7	24
EC:3.5.3.8	298	396	441	402	356	406	106	98	140	144	223	440
EC:3.5.3.9	650	894	919	919	629	597	237	152	198	220	387	808
EC:3.5.4.-	1446	2002	2184	1985	1234	1676	378	311	573	538	978	2335
EC:3.5.4.1	938	1285	1235	1208	921	949	288	272	327	389	494	1192
EC:3.5.4.10	1	1	2	0	1	0	0	0	0	0	0	3
EC:3.5.4.12	264	329	450	429	222	371	60	59	86	124	198	332
EC:3.5.4.13	1089	1548	1841	1799	1054	1454	277	279	460	493	743	1306
EC:3.5.4.16	1176	1431	1659	1396	1035	1276	373	297	500	590	714	1857
EC:3.5.4.19	741	998	1140	955	727	860	229	206	311	376	439	1042
EC:3.5.4.2	826	1036	1054	869	815	773	294	231	367	351	572	1262
EC:3.5.4.25	2016	2857	3016	2752	2049	2375	715	559	820	999	1276	2891
EC:3.5.4.27	150	243	243	184	212	169	59	36	74	62	106	303
EC:3.5.4.28	1400	2142	2129	1804	1337	1751	440	404	582	570	976	2632
EC:3.5.4.29	1	2	1	4	0	3	1	1	1	3	6	5
EC:3.5.4.3	560	948	849	878	744	718	192	132	211	242	395	926
EC:3.5.4.30	1	0	1	0	0	2	0	0	0	0	1	0
EC:3.5.4.33	635	1062	1048	955	704	822	249	179	247	310	415	1069
EC:3.5.4.39	120	109	177	135	94	93	44	40	44	51	54	40
EC:3.5.4.4	1817	2493	2592	2514	1724	2079	566	429	665	698	998	2229
EC:3.5.4.40	319	324	413	314	209	302	91	65	140	104	178	283
EC:3.5.4.5	667	884	941	907	640	739	229	172	302	269	418	912
EC:3.5.5.-	3	11	13	4	4	9	6	2	6	4	2	19
EC:3.5.5.1	633	771	851	731	601	661	171	136	191	266	344	921
EC:3.5.5.7	184	248	214	222	181	182	59	30	51	75	110	275
EC:3.5.99.2	276	246	316	191	179	174	71	60	109	83	191	251
EC:3.5.99.3	698	824	850	744	621	667	229	179	267	257	331	672
EC:3.5.99.4	18	27	26	23	13	17	8	7	1	3	9	53
EC:3.5.99.5	71	96	100	99	83	105	16	20	30	30	72	169
EC:3.5.99.6	1041	1442	1450	1209	1013	1072	352	205	395	419	614	2012
EC:3.5.99.7	154	217	215	184	128	164	53	22	47	81	97	324
EC:3.6.-	1913	3039	3065	2694	2218	2553	697	533	920	913	1432	3148
EC:3.6.1.-	1515	2065	2175	1828	1501	1726	518	332	581	752	1081	2740
EC:3.6.1.1	3405	4594	4923	4046	3457	4276	1134	1074	1621	1739	2368	4429
EC:3.6.1.11	3046	4457	4525	4140	2904	3483	1160	757	1324	1407	1967	4994
EC:3.6.1.12	1	0	4	6	4	6	0	0	2	1	0	5
EC:3.6.1.13	1337	1759	1947	1774	1258	1558	484	366	585	632	961	1774
EC:3.6.1.15	47	47	78	43	26	36	9	15	23	21	27	33
EC:3.6.1.17	36	32	45	50	15	30	3	10	15	19	23	59
EC:3.6.1.19	40	26	41	32	28	35	16	10	20	14	51	16
EC:3.6.1.22	608	817	706	628	585	628	300	156	255	283	419	753
EC:3.6.1.23	753	1111	1165	1112	781	1003	327	206	352	378	561	1129
EC:3.6.1.26	137	308	248	295	188	163	64	24	32	36	57	45
EC:3.6.1.27	1992	2785	3000	2611	1750	2222	666	488	810	885	1288	2960
EC:3.6.1.29	4	0	1	1	2	3	1	0	0	0	1	1
EC:3.6.1.31	193	279	270	213	199	204	77	46	65	119	125	317
EC:3.6.1.41	153	228	264	216	186	239	33	50	50	63	103	277
EC:3.6.1.45	8	6	5	5	11	8	4	4	2	3	6	10
EC:3.6.1.5	0	10	4	7	5	4	0	3	0	1	3	0
EC:3.6.1.54	174	333	345	317	240	348	59	57	41	117	165	501
EC:3.6.1.55	2143	2606	2972	2508	1814	2245	558	491	850	841	1483	2816
EC:3.6.1.57	43	77	95	89	66	94	15	13	15	31	52	79
EC:3.6.1.6	0	1	0	1	3	4	0	0	0	0	3	1
EC:3.6.1.62	0	0	0	1	0	0	2	0	0	0	0	0
EC:3.6.1.63	290	378	347	350	312	295	170	69	94	150	151	247
EC:3.6.1.65	6	18	22	16	10	13	4	4	4	7	5	16
EC:3.6.1.66	1539	2334	2464	2273	1531	1900	521	390	659	758	1091	2492
EC:3.6.1.7	479	755	784	728	522	595	165	118	245	230	362	849
EC:3.6.1.8	707	954	1106	1017	660	805	242	171	279	320	408	961
EC:3.6.3.-	16092	21973	23691	20063	15150	18167	4309	4063	6394	6997	10290	24518
EC:3.6.3.10	0	1	0	0	0	1	0	0	0	0	0	0
EC:3.6.3.12	4773	7712	8271	7643	5230	6673	1612	1395	2082	2409	2931	6220
EC:3.6.3.14	4191	6187	7029	6526	4830	6064	1523	1338	1964	2127	3129	4914
EC:3.6.3.16	956	913	1310	931	651	927	216	253	476	436	547	1233
EC:3.6.3.17	8779	11132	11288	11055	7743	8116	3055	2156	2900	3348	4785	10823
EC:3.6.3.2	2630	2968	3874	2815	2494	3304	420	746	828	1150	1774	2989
EC:3.6.3.20	282	379	399	341	213	284	84	79	111	134	179	439
EC:3.6.3.21	1074	1305	1523	1336	924	1177	357	251	355	444	620	1445
EC:3.6.3.22	12	19	13	16	15	20	2	0	4	6	7	26
EC:3.6.3.24	14	22	24	28	18	24	4	3	4	13	10	15
EC:3.6.3.25	1331	2110	1774	1802	1197	1384	399	295	474	459	847	2000
EC:3.6.3.27	904	1225	1385	1177	751	972	270	236	352	377	470	1237
EC:3.6.3.28	310	367	366	347	266	288	105	72	90	107	194	348
EC:3.6.3.29	1106	1624	1658	1602	1088	1215	352	275	448	484	694	1814
EC:3.6.3.3	1137	1674	1935	1659	1214	1569	248	366	529	650	1227	2474
EC:3.6.3.30	938	1340	1313	1147	863	1167	350	251	375	365	704	1648
EC:3.6.3.31	811	1176	1255	1112	862	1087	279	224	370	415	559	1566
EC:3.6.3.32	173	234	243	189	165	236	75	43	75	84	100	304
EC:3.6.3.33	2	1	2	5	3	1	2	0	0	3	1	3
EC:3.6.3.34	1480	2376	2505	2350	1564	1756	631	437	676	746	1062	2406
EC:3.6.3.36	103	131	126	123	85	110	47	23	41	33	57	133
EC:3.6.3.4	1712	1815	2136	1953	1684	1917	343	566	596	803	1257	2947
EC:3.6.3.40	48	51	76	59	39	51	15	8	15	18	38	67
EC:3.6.3.41	666	972	1038	979	721	811	205	195	272	278	401	972
EC:3.6.3.44	79	113	93	68	69	96	27	24	25	33	47	60
EC:3.6.3.54	5317	5829	6696	5962	4440	5313	1387	1406	1982	2214	3292	7557
EC:3.6.3.55	95	151	156	112	91	85	27	18	32	39	81	267
EC:3.6.3.6	962	1305	1431	1849	924	1293	236	276	193	211	389	172
EC:3.6.3.8	2824	2398	3519	2010	2304	2715	584	741	888	1166	2337	5297
EC:3.6.3.9	94	160	117	139	175	123	48	90	44	60	132	105
EC:3.6.4.-	16486	22465	24725	21808	16141	19372	5801	4379	7178	7705	10690	25195
EC:3.6.4.1	2	3	5	2	1	3	0	3	0	1	1	3
EC:3.6.4.12	27443	34738	40214	34823	24092	31451	8547	6978	11356	12077	18130	37575
EC:3.6.4.13	7553	11118	10584	9377	8449	8818	2996	2141	3193	3715	5503	11504
EC:3.6.4.6	86	108	134	83	71	80	30	22	21	29	51	266
EC:3.7.1.-	592	795	826	630	470	639	149	155	218	220	466	705
EC:3.7.1.12	214	187	290	206	144	141	59	72	94	88	138	126
EC:3.7.1.17	308	317	372	325	254	274	78	93	146	131	230	353
EC:3.7.1.2	1286	1754	1740	1648	1217	1463	511	377	502	558	773	1641
EC:3.7.1.20	187	271	273	209	203	215	80	43	61	106	76	259
EC:3.7.1.22	858	1018	1198	1037	627	824	248	167	256	298	398	1105
EC:3.7.1.3	1514	1847	2137	1672	1347	1594	471	348	555	662	854	2268
EC:3.7.1.5	277	331	324	301	205	254	113	78	117	103	192	278
EC:3.7.1.8	17	19	33	11	10	14	4	6	7	6	12	18
EC:3.7.1.9	166	227	258	233	164	187	92	58	68	68	134	183
EC:3.8.1.2	1607	2181	2393	2092	1370	1617	560	294	555	605	916	2083
EC:3.8.1.3	560	805	785	730	577	554	220	137	214	268	390	791
EC:3.8.1.5	1273	1147	1477	1342	880	877	261	223	376	413	540	1227
EC:3.8.1.8	118	155	169	177	126	180	29	30	28	40	83	302
EC:4.-	1149	1562	1675	1419	1098	1260	194	274	460	511	762	1906
EC:4.1.-	78	72	111	72	68	74	29	12	39	30	65	98
EC:4.1.1.-	3341	5104	5482	4495	3340	4557	1286	1018	1742	1576	2662	5144
EC:4.1.1.1	56	106	78	88	131	49	56	7	25	24	42	10
EC:4.1.1.11	280	383	402	378	260	341	82	72	105	137	199	409
EC:4.1.1.12	110	218	304	184	149	183	41	10	28	38	68	223
EC:4.1.1.15	368	537	580	558	357	378	143	88	131	153	187	319
EC:4.1.1.17	613	910	899	731	662	714	205	188	242	273	383	846
EC:4.1.1.18	297	309	338	275	205	227	199	65	173	148	219	332
EC:4.1.1.19	1289	1850	2101	1492	1338	1677	371	310	473	619	825	2451
EC:4.1.1.2	594	924	875	889	685	583	312	146	187	206	281	459
EC:4.1.1.20	2552	3657	4007	3449	2487	3001	847	660	1107	1183	1735	4139
EC:4.1.1.21	3	12	9	4	7	5	1	0	3	1	5	3
EC:4.1.1.22	71	57	65	79	64	82	10	23	40	16	39	72
EC:4.1.1.23	1600	2221	2571	2237	1539	1797	516	392	648	668	1129	2362
EC:4.1.1.25	9	20	34	27	12	23	4	3	3	3	10	12
EC:4.1.1.28	1448	1917	2201	1896	1276	1437	399	339	614	633	796	2424
EC:4.1.1.29	6	5	5	3	6	3	1	4	1	2	4	3
EC:4.1.1.3	332	460	486	468	272	451	106	102	172	177	294	598
EC:4.1.1.31	2367	3399	3392	2854	2414	2646	916	627	1019	1126	1460	3237
EC:4.1.1.32	947	1569	1604	1441	947	1283	310	257	415	460	604	1605
EC:4.1.1.33	140	260	285	301	194	234	22	51	69	77	148	262
EC:4.1.1.36	1956	2905	3080	2859	1900	2508	632	548	896	924	1340	3135
EC:4.1.1.37	2071	2888	3386	2765	1996	2509	546	575	779	893	1191	2554
EC:4.1.1.39	484	626	650	584	455	463	244	132	167	222	267	600
EC:4.1.1.4	433	573	563	688	405	353	79	124	114	137	202	455
EC:4.1.1.41	68	69	105	70	64	51	35	17	32	25	40	92
EC:4.1.1.44	1671	2826	2775	2476	1778	2043	593	366	623	669	1261	2617
EC:4.1.1.45	1930	3019	3302	2956	1802	2676	636	502	975	882	1658	3031
EC:4.1.1.46	612	887	927	995	604	715	212	159	278	250	444	699
EC:4.1.1.47	136	124	166	140	85	105	28	25	59	78	54	124
EC:4.1.1.48	1377	2014	2243	1868	1282	1614	428	359	614	664	859	2147
EC:4.1.1.49	923	1216	1480	1186	931	1185	283	261	411	407	588	1493
EC:4.1.1.5	115	160	181	181	97	96	37	19	29	35	45	189
EC:4.1.1.50	237	285	287	302	195	279	81	74	107	126	169	312
EC:4.1.1.55	1337	2252	2250	1998	1357	1989	606	373	798	662	1359	1743
EC:4.1.1.6	28	67	49	53	34	64	5	3	5	13	37	67
EC:4.1.1.61	17	36	36	30	29	28	12	12	11	7	24	21
EC:4.1.1.64	168	207	201	156	119	129	41	22	53	62	71	198
EC:4.1.1.65	1087	1763	1744	1729	1287	1413	368	323	424	547	744	1713
EC:4.1.1.68	179	266	270	278	148	182	90	57	77	84	112	198
EC:4.1.1.69	52	103	67	74	39	70	22	17	57	34	83	82
EC:4.1.1.7	948	1356	1186	1074	779	901	394	221	395	422	678	1230
EC:4.1.1.70	83	122	139	119	71	105	26	25	46	44	84	168
EC:4.1.1.71	255	376	326	307	244	285	72	67	134	129	195	419
EC:4.1.1.74	595	856	895	778	601	613	126	108	176	191	356	793
EC:4.1.1.75	68	101	81	59	79	76	2	20	17	23	29	51
EC:4.1.1.76	63	140	110	125	89	126	18	19	22	38	88	142
EC:4.1.1.77	301	459	441	362	318	369	126	77	94	121	199	512
EC:4.1.1.79	384	427	524	373	318	480	74	93	168	166	338	571
EC:4.1.1.8	131	139	149	157	93	109	53	40	67	57	54	139
EC:4.1.1.81	321	463	461	423	281	344	93	105	136	131	236	254
EC:4.1.1.82	71	88	88	70	71	96	18	21	30	30	54	96
EC:4.1.1.85	1	2	5	8	1	7	2	0	0	4	2	5
EC:4.1.1.86	234	235	259	233	161	216	45	44	81	90	145	345
EC:4.1.1.9	289	521	548	511	311	419	121	85	127	127	193	484
EC:4.1.1.97	398	599	604	521	413	384	129	69	112	160	242	705
EC:4.1.2.-	127	160	209	201	86	145	26	30	51	48	64	112
EC:4.1.2.13	1721	2719	2978	2636	1924	2305	630	463	653	862	1147	2554
EC:4.1.2.14	910	1629	1583	1766	1059	1159	344	188	340	391	564	1390
EC:4.1.2.17	1261	1703	1824	1564	1046	1326	448	299	605	557	898	1498
EC:4.1.2.19	67	65	65	56	47	35	24	11	23	25	15	93
EC:4.1.2.20	411	703	535	515	377	534	100	98	154	162	315	677
EC:4.1.2.21	219	341	289	254	270	219	113	53	61	93	124	281
EC:4.1.2.22	529	817	907	833	595	709	165	175	204	232	280	543
EC:4.1.2.25	469	712	702	596	521	591	193	123	209	269	359	812
EC:4.1.2.27	31	40	51	50	70	71	11	12	4	26	33	83
EC:4.1.2.29	1	2	5	2	2	1	2	0	1	1	5	2
EC:4.1.2.34	14	31	24	16	12	19	17	6	9	8	17	14
EC:4.1.2.4	938	1333	1414	1398	971	1020	282	251	393	413	489	1442
EC:4.1.2.40	483	508	587	532	395	489	193	105	205	226	252	502
EC:4.1.2.41	171	252	220	239	195	242	87	61	74	69	137	192
EC:4.1.2.43	144	197	199	174	129	165	56	40	42	60	109	186
EC:4.1.2.44	484	693	841	703	425	491	99	110	172	190	226	747
EC:4.1.2.45	39	76	59	80	43	69	25	12	34	17	62	44
EC:4.1.2.5	2063	2808	2886	2501	1894	2163	688	531	798	901	1198	2843
EC:4.1.2.50	1070	1509	1733	1573	1070	1335	354	327	494	518	733	1685
EC:4.1.2.52	1988	2840	2965	2516	1902	2322	468	436	703	750	1362	2797
EC:4.1.2.53	1	7	2	6	3	5	0	3	1	0	5	4
EC:4.1.2.55	1	1	10	6	4	4	0	0	2	2	0	1
EC:4.1.2.56	23	21	20	28	16	15	3	5	9	7	11	17
EC:4.1.2.9	1335	1638	2095	1623	1321	1442	509	425	552	611	678	1519
EC:4.1.3.-	1032	1504	1749	1414	947	1218	275	272	409	482	617	1684
EC:4.1.3.1	649	872	1004	827	627	738	176	160	304	297	388	765
EC:4.1.3.16	301	417	505	487	299	363	70	63	122	116	188	409
EC:4.1.3.17	438	707	708	614	428	538	156	106	185	165	269	635
EC:4.1.3.24	118	165	165	146	115	127	35	32	47	72	62	180
EC:4.1.3.25	58	63	82	65	31	46	6	7	11	23	14	45
EC:4.1.3.27	2622	3671	4045	3513	2522	3071	800	723	1167	1253	1492	3651
EC:4.1.3.3	93	167	157	146	133	143	42	31	52	51	137	233
EC:4.1.3.30	589	899	887	840	707	792	245	143	253	264	433	965
EC:4.1.3.34	1716	2216	2354	2009	1483	1736	580	433	640	749	1094	2308
EC:4.1.3.36	348	432	460	411	334	394	109	103	125	194	193	476
EC:4.1.3.38	200	242	178	211	177	178	71	55	76	115	137	412
EC:4.1.3.39	323	408	435	414	266	358	98	61	106	116	191	381
EC:4.1.3.4	1307	1672	1867	1574	1157	1578	460	372	535	567	740	1721
EC:4.1.3.40	61	85	100	83	65	75	26	24	16	31	41	94
EC:4.1.3.44	21	19	31	28	19	22	11	8	6	11	10	7
EC:4.1.3.46	47	51	57	37	30	45	16	11	17	16	22	56
EC:4.1.3.6	2	0	2	0	1	1	1	1	0	0	0	0
EC:4.1.99.1	361	405	522	412	280	375	40	82	139	150	169	486
EC:4.1.99.12	31	48	40	49	29	31	11	10	5	17	23	30
EC:4.1.99.14	70	43	75	74	59	54	116	15	41	51	42	76
EC:4.1.99.16	118	100	96	105	77	59	22	34	18	44	80	76
EC:4.1.99.17	675	947	1007	937	725	839	219	209	302	355	417	1056
EC:4.1.99.18	2107	3109	3192	2971	2081	2488	736	600	929	1045	1238	3255
EC:4.1.99.19	185	317	324	260	179	192	26	39	62	68	95	351
EC:4.1.99.2	56	52	93	61	49	85	3	32	26	37	53	143
EC:4.1.99.20	19	16	24	10	11	8	2	5	11	9	11	20
EC:4.1.99.3	1264	1777	1453	1481	1816	1539	747	463	630	842	940	1525
EC:4.1.99.5	7	10	7	5	6	3	1	0	1	2	2	5
EC:4.2.1.-	298	388	350	362	280	302	137	77	84	107	188	331
EC:4.2.1.1	1977	3017	3130	2851	1961	2383	568	460	724	902	1302	3614
EC:4.2.1.10	771	1069	1131	959	708	907	255	200	322	339	485	1212
EC:4.2.1.100	220	225	285	269	117	187	10	31	74	47	82	322
EC:4.2.1.103	275	418	391	338	267	273	81	65	79	103	148	322
EC:4.2.1.104	125	143	141	134	107	93	28	24	19	32	51	113
EC:4.2.1.107	20	40	31	38	40	33	14	4	9	10	13	26
EC:4.2.1.108	20	26	20	26	13	31	4	1	6	4	17	38
EC:4.2.1.109	118	238	185	183	164	135	42	37	40	54	110	271
EC:4.2.1.11	1673	2280	2786	2413	1723	2191	633	511	698	802	989	2260
EC:4.2.1.113	762	1104	1214	1194	697	999	340	196	318	375	546	1359
EC:4.2.1.114	40	37	43	54	35	50	14	7	20	14	32	58
EC:4.2.1.115	305	376	452	391	248	300	48	57	111	97	190	420
EC:4.2.1.116	36	44	46	25	30	42	10	8	18	10	28	43
EC:4.2.1.118	18	41	31	38	34	22	6	12	13	6	27	63
EC:4.2.1.12	230	347	315	259	261	218	123	63	72	114	86	324
EC:4.2.1.120	126	193	176	185	156	138	34	35	67	61	107	213
EC:4.2.1.126	899	1410	1518	1365	970	1126	385	234	440	477	649	1530
EC:4.2.1.129	2646	3934	4218	3610	2838	2990	717	719	1045	1162	1588	3503
EC:4.2.1.130	11	2	1	4	1	3	4	2	2	6	3	0
EC:4.2.1.131	27	59	46	53	94	45	51	29	18	17	23	45
EC:4.2.1.132	56	74	72	66	51	76	13	14	16	29	40	55
EC:4.2.1.134	0	0	0	2	1	1	0	0	0	1	0	2
EC:4.2.1.135	7	13	12	12	7	12	1	1	3	2	6	9
EC:4.2.1.136	5	4	2	4	2	2	0	1	1	0	0	1
EC:4.2.1.137	26	30	35	37	34	28	28	10	24	17	46	47
EC:4.2.1.138	3	3	1	0	3	1	1	0	2	1	3	2
EC:4.2.1.140	141	159	240	192	127	166	32	37	59	57	81	112
EC:4.2.1.141	440	551	583	507	377	386	135	99	158	167	238	570
EC:4.2.1.147	130	180	175	177	113	113	31	21	34	46	48	146
EC:4.2.1.148	135	194	219	155	134	133	37	41	57	52	81	229
EC:4.2.1.149	455	541	488	508	365	397	112	101	115	151	238	527
EC:4.2.1.151	612	952	1025	959	645	742	221	141	262	275	407	1085
EC:4.2.1.17	6700	8512	8991	8024	5451	6687	1865	1448	2297	2669	3761	8810
EC:4.2.1.18	1034	1635	1829	1661	1078	1369	339	267	429	471	657	1812
EC:4.2.1.19	686	892	1046	790	638	789	230	194	285	336	429	1007
EC:4.2.1.2	2024	2990	3228	2934	2090	2589	618	595	827	991	1184	3109
EC:4.2.1.20	2889	3855	4568	3773	2837	3359	859	824	1206	1323	1583	4202
EC:4.2.1.22	998	1456	1590	1468	1056	1237	277	303	457	500	672	1667
EC:4.2.1.24	1234	1684	1911	1766	1207	1578	398	346	511	616	768	1724
EC:4.2.1.25	10	19	16	15	8	26	7	5	2	5	5	9
EC:4.2.1.28	92	98	117	63	106	88	47	7	47	63	77	249
EC:4.2.1.3	2838	4063	4592	4057	3014	3926	866	812	1166	1408	1675	4209
EC:4.2.1.30	7	9	14	7	11	11	3	2	2	9	9	21
EC:4.2.1.32	92	108	110	81	52	119	27	12	45	58	65	196
EC:4.2.1.33	2848	4082	4637	3895	2914	3510	1011	729	1162	1346	1706	4291
EC:4.2.1.36	125	116	154	94	95	76	18	23	43	62	45	199
EC:4.2.1.40	714	820	904	811	519	703	217	135	234	278	393	863
EC:4.2.1.41	259	308	320	344	221	236	105	64	94	91	173	326
EC:4.2.1.42	197	258	322	285	194	236	141	62	105	97	107	210
EC:4.2.1.43	9	11	7	7	5	12	6	2	5	2	3	11
EC:4.2.1.44	1287	1739	1894	1687	1198	1363	389	299	493	532	876	1861
EC:4.2.1.45	1103	1485	1712	1669	950	1250	266	181	352	404	690	1466
EC:4.2.1.46	4308	5790	6717	6300	3945	5146	1197	1053	1787	1753	2804	5823
EC:4.2.1.47	2504	3238	4136	3589	2051	3032	603	590	908	884	1444	3434
EC:4.2.1.49	906	1138	1528	1336	954	1244	260	245	413	476	547	1249
EC:4.2.1.51	1739	2491	2579	2251	1690	1925	572	463	723	808	1167	2504
EC:4.2.1.53	185	188	206	223	136	156	43	17	24	45	64	82
EC:4.2.1.55	220	232	290	270	215	253	59	50	91	72	137	242
EC:4.2.1.56	62	81	106	82	66	81	26	15	25	18	29	65
EC:4.2.1.57	52	99	85	75	53	59	13	12	13	28	30	73
EC:4.2.1.59	981	1569	1559	1332	979	1210	267	248	481	411	626	1606
EC:4.2.1.6	2376	3134	3203	2745	2237	2475	704	672	963	1005	1597	2930
EC:4.2.1.68	490	546	614	516	354	457	195	83	181	161	222	625
EC:4.2.1.7	1053	1374	1490	1254	940	1179	386	274	366	464	566	1634
EC:4.2.1.75	1715	2587	2799	2665	1725	2096	604	418	660	691	1139	2147
EC:4.2.1.76	6	6	7	17	15	14	3	6	3	6	8	3
EC:4.2.1.77	20	44	44	28	24	32	5	5	7	20	15	29
EC:4.2.1.79	1032	2472	2410	1988	1426	2072	376	347	529	574	1163	2270
